"";"cod_distrito";"distrito";"cod_barrio";"barrio";"indicador_nivel2";"indicador_completo";"valor_indicador";"porcentaje"
"92";3;"Retiro";33;"La Estrella";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";5,48;22,77
"93";3;"Retiro";33;"La Estrella";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";6,86;28,5
"94";3;"Retiro";33;"La Estrella";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";1,1;4,57
"95";3;"Retiro";33;"La Estrella";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";4,27;17,74
"96";3;"Retiro";33;"La Estrella";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";5,36;22,27
"97";3;"Retiro";34;"Ibiza";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";2,42;2,7
"98";3;"Retiro";34;"Ibiza";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";5,58;6,22
"99";3;"Retiro";34;"Ibiza";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";7,19;8,01
"100";3;"Retiro";34;"Ibiza";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";1,28;1,43
"101";3;"Retiro";34;"Ibiza";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";4,5;5,02
"102";3;"Retiro";34;"Ibiza";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";7,4;8,25
"103";3;"Retiro";35;"Los Jerónimos";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";1,34;1,98
"104";3;"Retiro";35;"Los Jerónimos";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";4,37;6,47
"105";3;"Retiro";35;"Los Jerónimos";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";5,6;8,29
"106";3;"Retiro";35;"Los Jerónimos";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";1,78;2,64
"107";3;"Retiro";35;"Los Jerónimos";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";2,21;3,27
"108";3;"Retiro";35;"Los Jerónimos";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";5,05;7,48
"109";3;"Retiro";36;"Niño Jesús";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";0,53;0,81
"110";3;"Retiro";36;"Niño Jesús";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";4,3;6,57
"111";3;"Retiro";36;"Niño Jesús";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";5,95;9,09
"112";3;"Retiro";36;"Niño Jesús";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";0,51;0,78
"113";3;"Retiro";36;"Niño Jesús";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";3,87;5,91
"114";3;"Retiro";36;"Niño Jesús";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";4,84;7,39
"115";4;"Salamanca";41;"Recoletos";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";1,23;2,33
"116";4;"Salamanca";41;"Recoletos";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";2,85;5,39
"117";4;"Salamanca";41;"Recoletos";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";5,46;10,33
"118";4;"Salamanca";41;"Recoletos";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";0,37;0,7
"119";4;"Salamanca";41;"Recoletos";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";2,63;4,97
"120";4;"Salamanca";41;"Recoletos";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";3,63;6,86
"121";4;"Salamanca";42;"Goya";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";1,85;2,35
"122";4;"Salamanca";42;"Goya";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";4,29;5,44
"123";4;"Salamanca";42;"Goya";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";7,33;9,29
"124";4;"Salamanca";42;"Goya";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";1,76;2,23
"125";4;"Salamanca";42;"Goya";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";3,59;4,55
"126";4;"Salamanca";42;"Goya";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";5,54;7,02
"127";4;"Salamanca";43;"Fuente del Berro";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";2,28;2,23
"128";4;"Salamanca";43;"Fuente del Berro";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";5,35;5,23
"129";4;"Salamanca";43;"Fuente del Berro";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";8,59;8,4
"130";4;"Salamanca";43;"Fuente del Berro";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";3,42;3,34
"131";4;"Salamanca";43;"Fuente del Berro";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";4,39;4,29
"132";4;"Salamanca";43;"Fuente del Berro";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";7,65;7,48
"133";4;"Salamanca";44;"Guindalera";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";2,01;2,1
"134";4;"Salamanca";44;"Guindalera";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";5;5,21
"135";4;"Salamanca";44;"Guindalera";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";7,88;8,22
"136";4;"Salamanca";44;"Guindalera";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";3,21;3,35
"137";4;"Salamanca";44;"Guindalera";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";4,19;4,37
"138";4;"Salamanca";44;"Guindalera";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";7,02;7,32
"139";4;"Salamanca";45;"Lista";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";1,25;1,62
"140";4;"Salamanca";45;"Lista";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";4,28;5,56
"141";4;"Salamanca";45;"Lista";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";7,54;9,79
"142";4;"Salamanca";45;"Lista";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";1,14;1,48
"143";4;"Salamanca";45;"Lista";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";3,67;4,77
"144";4;"Salamanca";45;"Lista";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";6,38;8,29
"145";4;"Salamanca";46;"Castellana";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";0,87;1,54
"146";4;"Salamanca";46;"Castellana";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";3,2;5,67
"147";4;"Salamanca";46;"Castellana";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";5,51;9,76
"148";4;"Salamanca";46;"Castellana";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";1,19;2,11
"149";4;"Salamanca";46;"Castellana";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";2,5;4,43
"150";4;"Salamanca";46;"Castellana";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";5,32;9,43
"151";5;"Chamartín";51;"El Viso";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";0,98;1,92
"152";5;"Chamartín";51;"El Viso";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";2,68;5,26
"153";5;"Chamartín";51;"El Viso";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";4,28;8,41
"154";5;"Chamartín";51;"El Viso";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";0,68;1,34
"155";5;"Chamartín";51;"El Viso";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";2,52;4,95
"156";5;"Chamartín";51;"El Viso";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";4,28;8,41
"157";5;"Chamartín";52;"Prosperidad";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";2,08;2
"158";5;"Chamartín";52;"Prosperidad";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";5,02;4,83
"159";5;"Chamartín";52;"Prosperidad";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";9,49;9,14
"160";5;"Chamartín";52;"Prosperidad";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";1,87;1,8
"161";5;"Chamartín";52;"Prosperidad";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";4,08;3,93
"162";5;"Chamartín";52;"Prosperidad";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";8,26;7,95
"163";5;"Chamartín";53;"Ciudad Jardín";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";2,59;2,48
"164";5;"Chamartín";53;"Ciudad Jardín";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";5,21;4,98
"165";5;"Chamartín";53;"Ciudad Jardín";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";7,87;7,52
"166";5;"Chamartín";53;"Ciudad Jardín";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";2,74;2,62
"167";5;"Chamartín";53;"Ciudad Jardín";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";4,04;3,86
"168";5;"Chamartín";53;"Ciudad Jardín";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";8,9;8,51
"169";5;"Chamartín";54;"Hispanoamérica";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";1,4;1,93
"170";5;"Chamartín";54;"Hispanoamérica";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";3,97;5,46
"171";5;"Chamartín";54;"Hispanoamérica";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";6,52;8,97
"172";5;"Chamartín";54;"Hispanoamérica";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";0,7;0,96
"173";5;"Chamartín";54;"Hispanoamérica";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";3,33;4,58
"174";5;"Chamartín";54;"Hispanoamérica";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";5,95;8,18
"175";5;"Chamartín";55;"Nueva España";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";0,66;1,14
"176";5;"Chamartín";55;"Nueva España";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";3,62;6,23
"177";5;"Chamartín";55;"Nueva España";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";5,8;9,98
"178";5;"Chamartín";55;"Nueva España";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";0,86;1,48
"179";5;"Chamartín";55;"Nueva España";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";2,8;4,82
"180";5;"Chamartín";55;"Nueva España";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";4,59;7,9
"181";5;"Chamartín";56;"Castilla";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";1,16;1,39
"182";5;"Chamartín";56;"Castilla";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";4,83;5,79
"183";5;"Chamartín";56;"Castilla";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";8,26;9,9
"184";5;"Chamartín";56;"Castilla";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";1,39;1,67
"185";5;"Chamartín";56;"Castilla";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";3,14;3,76
"186";5;"Chamartín";56;"Castilla";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";7,66;9,18
"187";6;"Tetuán";61;"Bellas Vistas";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";4,05;3,17
"188";6;"Tetuán";61;"Bellas Vistas";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";6,27;4,9
"189";6;"Tetuán";61;"Bellas Vistas";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";9,88;7,72
"190";6;"Tetuán";61;"Bellas Vistas";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";2,64;2,06
"191";6;"Tetuán";61;"Bellas Vistas";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";5,47;4,28
"192";6;"Tetuán";61;"Bellas Vistas";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";10,07;7,87
"193";6;"Tetuán";62;"Cuatro Caminos";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";2,3;2,43
"194";6;"Tetuán";62;"Cuatro Caminos";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";4,81;5,08
"195";6;"Tetuán";62;"Cuatro Caminos";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";8,12;8,57
"196";6;"Tetuán";62;"Cuatro Caminos";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";1,6;1,69
"197";6;"Tetuán";62;"Cuatro Caminos";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";3,87;4,08
"198";6;"Tetuán";62;"Cuatro Caminos";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";7,62;8,04
"199";6;"Tetuán";63;"Castillejos";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";1,66;1,67
"200";6;"Tetuán";63;"Castillejos";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";4,47;4,51
"201";6;"Tetuán";63;"Castillejos";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";8,07;8,14
"202";6;"Tetuán";63;"Castillejos";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";2,57;2,59
"203";6;"Tetuán";63;"Castillejos";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";4,01;4,05
"204";6;"Tetuán";63;"Castillejos";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";7,39;7,45
"205";6;"Tetuán";64;"Almenara";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";8,86;4,65
"206";6;"Tetuán";64;"Almenara";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";9,45;4,96
"207";6;"Tetuán";64;"Almenara";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";14,1;7,4
"208";6;"Tetuán";64;"Almenara";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";8,53;4,48
"209";6;"Tetuán";64;"Almenara";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";7,11;3,73
"210";6;"Tetuán";64;"Almenara";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";13,87;7,28
"211";6;"Tetuán";65;"Valdeacederas";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";4,26;3,01
"212";6;"Tetuán";65;"Valdeacederas";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";7,54;5,33
"213";6;"Tetuán";65;"Valdeacederas";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";10,38;7,34
"214";6;"Tetuán";65;"Valdeacederas";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";4,89;3,46
"215";6;"Tetuán";65;"Valdeacederas";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";6,13;4,33
"216";6;"Tetuán";65;"Valdeacederas";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";10,45;7,39
"217";6;"Tetuán";66;"Berruguete";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";4,04;3,02
"218";6;"Tetuán";66;"Berruguete";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";6,85;5,11
"219";6;"Tetuán";66;"Berruguete";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";10,43;7,79
"220";6;"Tetuán";66;"Berruguete";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";4,21;3,14
"221";6;"Tetuán";66;"Berruguete";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";5,32;3,97
"222";6;"Tetuán";66;"Berruguete";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";11,3;8,43
"223";7;"Chamberí";71;"Gaztambide";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";2,45;2,58
"224";7;"Chamberí";71;"Gaztambide";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";5,07;5,34
"225";7;"Chamberí";71;"Gaztambide";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";8,44;8,88
"226";7;"Chamberí";71;"Gaztambide";"Hombres";"Tasa de desempleo en hombres de 16 a 24 años";1,99;2,09
"227";7;"Chamberí";71;"Gaztambide";"Hombres";"Tasa de desempleo en hombres de 25 a 44 años";5,41;5,69
"228";7;"Chamberí";71;"Gaztambide";"Hombres";"Tasa de desempleo en hombres de 45 a 64 años";7,08;7,45
"229";7;"Chamberí";72;"Arapiles";"Mujeres";"Tasa de desempleo en mujeres de 16 a 24 años";3,15;3,23
"230";7;"Chamberí";72;"Arapiles";"Mujeres";"Tasa de desempleo en mujeres de 25 a 44 años";5,35;5,48
"231";7;"Chamberí";72;"Arapiles";"Mujeres";"Tasa de desempleo en mujeres de 45 a 64 años";7,97;8,17
